ID,Container Number,Project,Seed type,Number Seeds,SCM Seeds,Other Seeds,Total SCM Maggots,Total SCM Pupae,Number Wireworm,Phorid Seeds,Total Phorid Maggots,Total Phorid Pupae,Notes
439,3538,M,Corn,10,1,0,1,0,0,0,0,0,
440,3538,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
441,3538,M,Total,10,1,0,1,0,1,0,0,0,
442,3541,M,Bean,10,6,1,29,0,2,0,0,0,
443,3541,M,Loose,NA,NA,NA,9,0,0,NA,0,0,
444,3541,M,Total,10,6,1,38,0,2,0,0,0,
445,3829,M,Bean,10,2,0,3,0,3,0,0,0,
446,3829,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
447,3829,M,Total,10,2,0,3,0,3,0,0,0,
448,3506,M,Corn,10,1,0,1,0,1,0,0,0,
449,3506,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
450,3506,M,Total,10,1,0,1,0,1,0,0,0,
451,3176,R,Bean,1,0,0,0,0,0,0,0,0,
452,3176,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
453,3176,R,Total,1,0,0,0,0,0,0,0,0,
454,3526,M,Bean,10,6,0,29,0,0,0,0,0,
455,3526,M,Loose,NA,NA,NA,18,0,0,NA,0,0,
456,3526,M,Total,10,6,0,47,0,0,0,0,0,
457,3533,M,Bean,8,7,1,15,0,0,0,0,0,
458,3533,M,Loose,NA,NA,NA,11,0,0,NA,0,0,
459,3533,M,Total,8,7,1,26,0,0,0,0,0,
460,3532,M,Corn,10,0,1,0,0,0,0,0,0,
461,3532,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
462,3532,M,Total,10,0,1,0,0,0,0,0,0,
463,3489,M,Corn,10,0,0,0,0,0,0,0,0,
464,3489,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
465,3489,M,Total,10,0,0,0,0,0,0,0,0,
466,3482,M,Bean,10,2,1,4,0,0,0,0,0,
467,3482,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
468,3482,M,Total,10,2,1,4,0,0,0,0,0,
469,3185,T,Bean,9,1,2,2,0,0,1,2,0,
470,3185,T,Loose,NA,NA,NA,0,1,0,NA,1,0,
471,3185,T,Total,9,1,2,2,1,0,1,3,0,
472,3181,T,Bean,10,0,4,0,1,0,0,0,0,
473,3181,T,Loose,NA,NA,NA,0,0,0,NA,0,0,
474,3181,T,Total,10,0,4,0,1,0,0,0,0,
475,3521,M,Bean,9,1,2,1,0,1,0,0,0,
476,3521,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
477,3521,M,Total,9,1,2,2,0,1,0,0,0,
478,3505,M,Corn,10,0,0,0,0,0,0,0,0,
479,3505,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
480,3505,M,Total,10,0,0,0,0,0,0,0,0,
481,3495,M,Corn,10,0,0,0,0,1,0,0,0,
482,3495,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
483,3495,M,Total,10,0,0,0,0,1,0,0,0,
484,3516,M,Corn,10,1,0,1,0,0,0,0,0,
485,3516,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
486,3516,M,Total,10,1,0,1,0,0,0,0,0,
487,3494,M,Corn,10,0,0,0,0,0,0,0,0,
488,3494,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
489,3494,M,Total,10,0,0,0,0,0,0,0,0,
490,3539,M,Bean,8,7,0,28,0,0,0,0,0,
491,3539,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
492,3539,M,Total,8,7,0,28,0,0,0,0,0,
493,3534,M,Corn,10,0,0,0,0,0,0,0,0,
494,3534,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
495,3534,M,Total,10,0,0,0,0,0,0,0,0,
496,3485,M,Corn,9,0,1,0,0,0,0,0,0,
497,3485,M,Loose,NA,NA,NA,5,0,0,NA,0,0,
498,3485,M,Total,9,0,1,5,0,0,0,0,0,
499,3488,M,Corn,11,0,11,0,0,0,0,0,0,
500,3488,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
501,3488,M,Total,11,0,11,0,0,0,0,0,0,
502,3474,M,Corn,10,2,0,2,0,0,0,0,0,
503,3474,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
504,3474,M,Total,10,2,0,4,0,0,0,0,0,
505,3470,M,Corn,10,0,1,0,0,0,0,0,0,
506,3470,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
507,3470,M,Total,10,0,1,1,0,0,0,0,0,
508,3498,M,Bean,10,10,0,31,0,0,0,0,0,
509,3498,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
510,3498,M,Total,10,10,0,32,0,0,0,0,0,
511,3458,M,Bean,9,0,0,0,0,0,0,0,0,
512,3458,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
513,3458,M,Total,9,0,0,0,0,0,0,0,0,
514,3496,M,Bean,9,0,0,0,0,0,0,0,0,
515,3496,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
516,3496,M,Total,9,0,0,0,0,0,0,0,0,
517,3477,M,Corn,10,0,1,0,0,0,0,0,0,
518,3477,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
519,3477,M,Total,10,0,1,0,0,1,0,0,0,
520,3460,M,Bean,6,0,0,0,0,0,0,0,0,
521,3460,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
522,3460,M,Total,6,0,0,0,0,0,0,0,0,
523,3504,M,Bean,6,0,1,0,0,0,0,0,0,
524,3504,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
525,3504,M,Total,6,0,1,0,0,0,0,0,0,
526,3514,M,Bean,9,4,3,6,0,0,0,0,0,
527,3514,M,Loose,NA,NA,NA,4,0,0,NA,0,0,
528,3514,M,Total,9,4,3,10,0,0,0,0,0,
529,3502,M,Corn,10,1,1,1,0,0,0,0,0,
530,3502,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
531,3502,M,Total,10,1,1,1,0,0,0,0,0,
532,3508,M,Corn,10,0,1,0,0,0,0,0,0,
533,3508,M,Loose,NA,NA,NA,4,0,0,NA,0,0,
534,3508,M,Total,10,0,1,4,0,0,0,0,0,
535,3517,M,Bean,8,4,0,4,0,0,0,0,0,
536,3517,M,Loose,NA,NA,NA,5,0,0,NA,0,0,
537,3517,M,Total,8,4,0,9,0,0,0,0,0,
538,3519,M,Bean,8,1,0,1,0,0,0,0,0,
539,3519,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
540,3519,M,Total,8,1,0,1,0,0,0,0,0,
541,3173,R,Corn,10,0,0,0,0,0,0,0,1,
542,3173,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
543,3173,R,Total,10,0,0,0,0,0,0,0,1,
544,3510,M,Bean,10,6,0,48,0,0,,,,
545,3510,M,Loose,NA,NA,NA,23,0,0,,,,
546,3510,M,Total,10,6,0,71,0,0,,,,
547,3453,M,Bean,9,0,1,0,0,0,,,,
548,3453,M,Loose,NA,NA,NA,0,0,0,,,,
549,3453,M,Total,9,0,1,0,0,0,,,,
550,3452,M,Bean,10,2,0,6,0,0,,,,
551,3452,M,Loose,NA,NA,NA,9,2,0,,,,
552,3452,M,Total,10,2,0,15,2,0,,,,
553,3465,M,Bean,9,0,0,0,0,0,,,,
554,3465,M,Loose,NA,NA,NA,0,0,0,,,,
555,3465,M,Total,9,0,0,0,0,0,,,,
556,3501,M,Corn,10,0,0,0,0,0,,,,
557,3501,M,Loose,NA,NA,NA,0,0,0,,,,
558,3501,M,Total,10,,0,0,0,0,,,,
559,3475,M,Bean,10,10,0,8,0,0,,,,
560,3475,M,Loose,NA,NA,NA,65,0,0,,,,
561,3475,M,Total,10,10,0,73,0,0,,,,
562,3473,M,Bean,10,7,0,0,0,0,,,,
563,3473,M,Loose,NA,NA,NA,56,8,0,,,,
564,3473,M,Total,10,7,0,56,8,0,,,,
565,3430,M,Bean,9,6,0,27,0,0,,,,
566,3430,M,Loose,NA,NA,NA,50,0,0,,,,
567,3430,M,Total,9,6,0,77,0,0,,,,
568,3190,R,Bean,6,0,0,0,0,0,0,0,0,Corn seed was gone
569,3190,R,Loose,NA,NA,NA,0,2,0,NA,0,0,
570,3190,R,Total,6,0,0,0,2,0,0,0,0,
571,3171,R,Corn,9,0,0,0,0,0,0,0,0,
572,3171,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
573,3171,R,Total,9,0,0,0,0,0,0,0,0,
574,3189,R,Bean,5,0,2,0,0,0,0,0,0,
575,3189,R,Loose,NA,NA,NA,0,1,0,NA,0,0,
576,3189,R,Total,5,0,2,0,1,0,0,0,0,
577,3186,T,Bean,7,0,0,0,0,0,1,1,>10,
578,3186,T,Loose,NA,NA,NA,0,0,0,NA,0,0,
579,3186,T,Total,7,0,0,0,0,0,1,1,>10,
580,3095,I,Bean,11,0,0,0,0,0,3,3,7,
581,3095,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
582,3095,I,Total,11,0,0,0,0,0,3,3,7,
583,3215,R,Bean,10,0,0,0,0,0,0,0,1,
584,3215,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
585,3215,R,Total,10,0,0,0,0,0,0,0,0,
586,3512,M,Corn,10,0,0,0,0,0,0,0,0,
587,3512,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
588,3512,M,Total,10,0,0,0,0,0,0,0,0,
589,3536,M,Corn,10,0,0,0,0,0,0,0,0,
590,3536,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
591,3536,M,Total,10,0,0,1,0,0,0,0,0,
592,3507,M,Corn,10,0,0,0,0,0,0,0,0,
593,3507,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
594,3507,M,Total,10,0,0,0,0,0,0,0,0,
595,3462,M,Corn,10,1,0,2,0,0,0,0,0,
596,3462,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
597,3462,M,Total,10,1,0,2,0,0,0,0,0,
598,3469,M,Bean,9,2,0,2,0,0,0,0,0,
599,3469,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
600,3469,M,Total,9,2,0,2,0,0,0,0,0,
601,3467,M,Corn,10,0,0,0,0,0,0,0,0,
602,3467,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
603,3467,M,Total,10,0,0,0,0,0,0,0,0,
604,3464,M,Bean,9,8,0,40,0,0,0,0,0,
605,3464,M,Loose,NA,NA,NA,5,0,0,NA,0,0,
606,3464,M,Total,9,8,0,45,0,0,0,0,0,
607,3515,M,Bean,9,9,0,47,0,0,0,0,0,
608,3515,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
609,3515,M,Total,9,9,0,47,0,0,0,0,0,
610,3466,M,Bean,6,5,0,35,0,0,0,0,0,
611,3466,M,Loose,NA,NA,NA,4,0,0,NA,0,0,
612,3466,M,Total,6,5,0,39,0,0,0,0,0,
613,3483,M,Bean,10,7,0,20,0,0,0,0,0,
614,3483,M,Loose,NA,NA,NA,6,0,0,NA,0,0,
615,3483,M,Total,10,7,0,26,0,0,0,0,0,
616,3531,M,Bean,7,7,0,48,0,0,0,0,0,
617,3531,M,Loose,NA,NA,NA,28,0,0,NA,0,0,
618,3531,M,Total,7,7,0,76,0,0,0,0,0,
619,3535,M,Corn,10,0,0,0,0,0,0,0,0,
620,3535,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
621,3535,M,Total,10,0,0,0,0,0,0,0,0,
622,3500,M,Corn,10,0,0,0,0,0,0,0,0,
623,3500,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
624,3500,M,Total,10,0,0,0,0,0,0,0,0,
625,3518,M,Corn,10,0,0,0,0,0,0,0,0,
626,3518,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
627,3518,M,Total,10,0,0,1,0,0,0,0,0,
628,3497,M,Corn,10,0,0,0,0,0,0,0,0,
629,3497,M,Loose,NA,NA,NA,3,0,0,NA,0,0,
630,3497,M,Total,10,0,0,3,0,0,0,0,0,
631,3491,M,Corn,10,0,0,0,0,0,0,0,0,
632,3491,M,Loose,NA,NA,NA,5,0,0,NA,0,0,
633,3491,M,Total,10,0,0,5,0,0,0,0,0,
634,3479,M,Corn,10,0,0,0,0,0,0,0,0,
635,3479,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
636,3479,M,Total,10,0,0,2,0,0,0,0,0,
637,3540,M,Bean,7,7,0,39,0,1,0,0,0,
638,3540,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
639,3540,M,Total,7,7,0,41,0,1,0,0,0,
640,3459,M,Bean,8,8,0,54,0,0,0,0,0,
641,3459,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
642,3459,M,Total,8,8,0,56,0,0,0,0,0,
643,3511,M,Bean,9,7,0,25,0,0,0,0,0,
644,3511,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
645,3511,M,Total,9,7,0,27,0,0,0,0,0,
646,3455,M,Bean,7,4,0,14,0,0,0,0,0,
647,3455,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
648,3455,M,Total,7,4,0,16,0,0,0,0,0,
649,3337,R,Bean,8,1,0,2,0,0,0,0,0,
650,3337,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
651,3337,R,Total,8,1,0,2,0,0,0,0,0,
652,3366,M,Bean,10,9,0,109,0,3,0,0,0,
653,3366,M,Loose,NA,NA,NA,31,0,0,NA,0,0,
654,3366,M,Total,10,9,0,140,0,3,0,0,0,
655,3468,M,Bean,9,4,1,7,0,0,0,0,0,
656,3468,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
657,3468,M,Total,9,4,1,8,0,0,0,0,0,
658,3478,M,Corn,9,0,0,0,0,0,0,0,0,
659,3478,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
660,3478,M,Total,9,0,0,0,0,0,0,0,0,
661,3513,M,Corn,10,0,0,0,0,0,0,0,0,
662,3513,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
663,3513,M,Total,10,0,0,0,0,0,0,0,0,
664,3499,M,Corn,10,0,0,0,0,0,0,0,0,
665,3499,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
666,3499,M,Total,10,0,0,0,0,0,0,0,0,
667,3510,M,Bean,9,5,0,12,0,0,2,3,0,
668,3510,M,Loose,NA,NA,NA,0,0,0,NA,5,0,
669,3510,M,Total,9,5,0,12,0,0,2,8,0,
670,3492,M,Bean,10,6,0,35,0,0,0,0,0,
671,3492,M,Loose,NA,NA,NA,8,0,1,NA,0,0,
672,3492,M,Total,10,6,0,43,0,1,0,0,0,
673,3456,M,Bean,9,0,0,0,0,0,0,0,0,Seeds were completely eaten
674,3456,M,Loose,NA,NA,NA,139,0,0,NA,0,0,
675,3456,M,Total,9,0,0,139,0,0,0,0,0,
676,3472,M,Corn,10,0,0,0,0,2,0,0,0,One adult fly
677,3472,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
678,3472,M,Total,10,0,0,0,0,2,0,0,0,
679,3471,M,Bean,5,0,0,0,0,0,0,0,0,All beans eaten
680,3471,M,Loose,NA,NA,NA,120,12,0,NA,0,0,
681,3471,M,Total,5,0,0,120,12,0,0,0,0,
682,3476,M,Bean,10,0,0,0,0,0,0,0,0,Beans eaten
683,3476,M,Loose,NA,NA,NA,104,8,2,NA,0,0,
684,3476,M,Total,10,0,0,104,8,2,0,0,0,
685,3417,M,Bean,10,9,0,68,0,0,0,0,0,
686,3417,M,Loose,NA,NA,NA,5,0,1,NA,0,0,
687,3417,M,Total,10,9,0,73,0,1,0,0,0,
688,3386,M,Corn,10,0,0,0,0,0,0,0,0,
689,3386,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
690,3386,M,Total,10,0,0,0,0,0,0,0,0,
691,3412,M,Corn,10,1,2,1,0,0,0,0,0,
692,3412,M,Loose,NA,NA,NA,1,0,1,NA,0,0,
693,3412,M,Total,10,1,2,2,0,1,0,0,0,
694,3380,M,Corn,9,0,1,0,0,0,0,0,0,
695,3380,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
696,3380,M,Total,9,0,1,0,0,0,0,0,0,
697,3395,M,Corn,10,0,2,0,0,0,0,0,0,
698,3395,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
699,3395,M,Total,10,0,2,0,0,0,0,0,0,
700,3375,M,Corn,10,0,0,0,0,0,0,0,0,
701,3375,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
702,3375,M,Total,10,0,0,0,0,0,0,0,0,
703,3399,M,Corn,10,0,0,0,0,0,0,0,0,
704,3399,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
705,3399,M,Total,10,0,0,0,0,0,0,0,0,
706,3360,M,Corn,10,0,0,0,0,0,0,0,0,
707,3360,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
708,3360,M,Total,10,0,0,0,0,0,0,0,0,
709,3401,M,Corn,10,0,1,0,0,0,0,0,0,
710,3401,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
711,3401,M,Total,10,0,1,0,0,0,0,0,0,
712,3480,M,Corn,10,0,0,0,0,0,0,0,0,
713,3480,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
714,3480,M,Total,10,0,0,1,0,0,0,0,0,
715,3428,M,Bean,10,9,0,20,0,0,0,0,0,
716,3428,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
717,3428,M,Total,10,9,0,22,0,0,0,0,0,
718,3481,M,Corn,10,0,1,0,0,0,0,0,0,
719,3481,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
720,3481,M,Total,10,0,1,0,0,0,0,0,0,
721,3372,M,Bean,9,6,0,24,0,0,0,0,0,
722,3372,M,Loose,NA,NA,NA,29,0,0,NA,0,0,
723,3372,M,Total,9,6,0,53,0,0,0,0,0,
724,3377,M,Corn,10,0,1,0,0,0,0,0,0,
725,3377,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
726,3377,M,Total,10,0,1,0,0,0,0,0,0,
727,3359,M,Corn,10,0,0,0,0,0,0,0,0,
728,3359,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
729,3359,M,Total,10,0,0,0,0,0,0,0,0,
730,3432,M,Bean,10,7,0,76,0,0,0,0,0,
731,3432,M,Loose,NA,NA,NA,9,0,0,NA,0,0,
732,3432,M,Total,10,7,0,85,0,0,0,0,0,
733,3358,M,Corn,10,0,1,0,0,0,0,0,0,
734,3358,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
735,3358,M,Total,10,0,1,1,0,0,0,0,0,
736,3357,M,Bean,10,0,0,0,0,0,0,0,0,
737,3357,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
738,3357,M,Total,10,0,0,0,0,0,0,0,0,
739,3444,M,Corn,9,0,0,0,0,0,0,0,0,
740,3444,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
741,3444,M,Total,9,0,0,0,0,0,0,0,0,
742,3436,M,Bean,8,8,0,25,0,0,0,0,0,
743,3436,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
744,3436,M,Total,8,8,0,25,0,0,0,0,0,
745,3396,M,Bean,9,3,0,14,0,0,0,0,0,
746,3396,M,Loose,NA,NA,NA,13,0,0,NA,0,0,
747,3396,M,Total,9,3,0,27,0,0,0,0,0,
748,3454,M,Bean,5,5,0,33,0,0,0,0,0,
749,3454,M,Loose,NA,NA,NA,50,0,0,NA,0,0,
750,3454,M,Total,5,5,0,83,0,0,0,0,0,
751,3445,M,Corn,10,0,0,0,0,0,0,0,0,
752,3445,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
753,3445,M,Total,10,0,0,0,0,0,0,0,0,
754,3438,M,Bean,10,6,0,7,0,0,0,0,0,
755,3438,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
756,3438,M,Total,10,6,0,7,0,0,0,0,0,
757,3415,M,Bean,9,0,0,0,0,0,0,0,0,
758,3415,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
759,3415,M,Total,9,0,0,1,0,0,0,0,0,
760,3406,M,Corn,10,0,0,0,0,3,0,0,0,
761,3406,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
762,3406,M,Total,10,0,0,0,0,3,0,0,0,
763,3394,M,Corn,10,0,0,0,0,0,0,0,0,
764,3394,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
765,3394,M,Total,10,0,0,0,0,0,0,0,0,
766,3424,M,Bean,9,6,0,109,0,0,0,0,0,
767,3424,M,Loose,NA,NA,NA,32,0,0,NA,0,0,
768,3424,M,Total,9,6,0,141,0,0,0,0,0,
769,3422,M,Bean,9,4,0,10,0,0,0,0,0,
770,3422,M,Loose,NA,NA,NA,5,0,0,NA,0,0,
771,3422,M,Total,9,4,0,15,0,0,0,0,0,
772,3379,M,Corn,10,1,0,1,0,0,0,0,0,
773,3379,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
774,3379,M,Total,10,1,0,1,0,0,0,0,0,
775,3356,M,Bean,9,1,0,1,0,0,0,0,0,
776,3356,M,Loose,NA,NA,NA,69,0,0,NA,0,0,
777,3356,M,Total,9,1,0,70,0,0,0,0,0,
778,3403,M,Corn,9,0,0,0,0,0,0,0,0,
779,3403,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
780,3403,M,Total,9,0,0,0,0,0,0,0,0,
781,3334,M,Bean,10,1,0,1,0,0,0,0,0,
782,3334,M,Loose,NA,NA,NA,0,0,0,NA,12,0,
783,3334,M,Total,10,1,0,1,0,0,0,12,0,
784,3405,M,Corn,10,0,0,0,0,0,0,0,0,
785,3405,M,Loose,NA,NA,NA,0,0,0,NA,1,0,
786,3405,M,Total,10,0,0,0,0,0,0,1,0,
787,3369,M,Corn,8,0,0,0,0,0,0,0,0,
788,3369,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
789,3369,M,Total,8,0,0,0,0,0,0,0,0,
790,3404,M,Corn,10,1,2,1,0,0,0,0,0,
791,3404,M,Loose,NA,NA,NA,16,0,0,NA,0,0,
792,3404,M,Total,10,1,2,17,0,0,0,0,0,
793,3400,M,Corn,10,0,0,0,0,0,0,0,0,
794,3400,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
795,3400,M,Total,10,0,0,0,0,1,0,0,0,
796,3407,M,Corn,10,2,0,0,0,0,0,0,0,
797,3407,M,Loose,NA,NA,NA,0,0,3,NA,0,0,
798,3407,M,Total,10,2,0,0,0,3,0,0,0,
799,3448,M,Bean,8,0,0,0,0,0,0,0,0,
800,3448,M,Loose,NA,NA,NA,0,0,0,NA,1,0,
801,3448,M,Total,8,0,0,0,0,0,0,1,0,
802,3387,M,Corn,10,0,0,0,0,0,0,0,0,
803,3387,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
804,3387,M,Total,10,0,0,0,0,0,0,0,0,
805,3447,M,Bean,10,7,1,22,0,0,0,0,0,
806,3447,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
807,3447,M,Total,10,7,1,23,0,0,0,0,0,
808,3451,M,Bean,8,6,0,9,0,0,0,0,0,
809,3451,M,Loose,NA,NA,NA,3,1,0,NA,0,0,
810,3451,M,Total,8,6,0,12,1,0,0,0,0,
811,3457,M,Bean,11,0,0,0,0,0,0,0,0,
812,3457,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
813,3457,M,Total,11,0,0,0,0,0,0,0,0,
814,3441,M,Bean,10,8,0,21,0,0,0,0,0,
815,3441,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
816,3441,M,Total,10,8,0,23,0,0,0,0,0,
817,3443,M,Corn,10,0,0,0,0,0,0,0,0,
818,3443,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
819,3443,M,Total,10,0,0,2,0,0,0,0,0,
820,3376,M,Bean,8,4,0,12,0,0,0,0,0,
821,3376,M,Loose,NA,NA,NA,10,0,0,NA,0,0,
822,3376,M,Total,8,4,0,22,0,0,0,0,0,
823,3374,M,Bean,8,5,0,14,0,0,0,0,0,
824,3374,M,Loose,NA,NA,NA,12,0,0,NA,0,0,
825,3374,M,Total,8,5,0,26,0,0,0,0,0,
826,3402,M,Bean,9,7,0,18,0,0,3,3,0,
827,3402,M,Loose,NA,NA,NA,6,0,0,NA,2,0,
828,3402,M,Total,9,7,0,24,0,0,3,5,0,
829,3411,M,Bean,10,5,0,5,0,0,0,0,0,
830,3411,M,Loose,NA,NA,NA,4,0,0,NA,0,0,
831,3411,M,Total,10,5,0,9,0,0,0,0,0,
832,3370,M,Corn,10,0,0,0,0,0,0,0,0,
833,3370,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
834,3370,M,Total,10,0,0,0,0,0,0,0,0,
835,3382,M,Corn,10,0,0,0,0,0,0,0,0,
836,3382,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
837,3382,M,Total,10,0,0,0,0,0,0,0,0,
838,3449,M,Corn,10,0,0,0,0,0,0,0,0,
839,3449,M,Loose,NA,NA,NA,0,0,3,NA,0,0,
840,3449,M,Total,10,0,0,0,0,3,0,0,0,
841,3340,M,Corn,10,0,0,0,0,0,0,0,0,
842,3340,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
843,3340,M,Total,10,0,0,0,0,0,0,0,0,
844,3341,M,Corn,10,0,0,0,0,0,0,0,0,
845,3341,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
846,3341,M,Total,10,0,0,0,0,0,0,0,0,
847,3354,M,Corn,10,0,0,1,0,0,0,0,0,
848,3354,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
849,3354,M,Total,10,0,0,1,0,0,0,0,0,
850,3343,M,Corn,10,0,0,0,0,0,0,0,0,
851,3343,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
852,3343,M,Total,10,0,0,0,0,0,0,0,0,
853,3378,M,Bean,10,1,0,1,0,0,0,0,0,
854,3378,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
855,3378,M,Total,10,1,0,1,0,0,0,0,0,
856,3450,M,Corn,10,2,1,3,0,0,0,0,0,
857,3450,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
858,3450,M,Total,10,2,1,4,0,0,0,0,0,
859,3332,R,Corn,10,0,2,0,0,0,0,0,0,
860,3332,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
861,3332,R,Total,10,0,2,0,0,0,0,0,0,
862,3391,M,Corn,10,0,1,0,0,0,0,0,0,
863,3391,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
864,3391,M,Total,10,0,1,0,0,0,0,0,0,
865,3371,M,Corn,10,3,1,6,0,0,0,0,0,
866,3371,M,Loose,NA,NA,NA,4,0,0,NA,0,0,
867,3371,M,Total,10,3,1,10,0,0,0,0,0,
868,3440,M,Bean,10,0,0,0,0,0,1,1,0,
869,3440,M,Loose,NA,NA,NA,0,0,2,NA,0,0,
870,3440,M,Total,10,0,0,0,0,2,1,1,0,
871,3352,M,Bean,10,0,3,0,0,0,0,0,0,
872,3352,M,Loose,NA,NA,NA,0,0,2,NA,0,0,
873,3352,M,Total,10,0,3,0,0,2,0,0,0,
874,3338,R,Bean,9,0,0,0,0,0,0,0,0,
875,3338,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
876,3338,R,Total,9,0,0,0,0,0,0,0,0,
877,3421,M,Bean,10,0,0,0,0,0,0,0,0,
878,3421,M,Loose,NA,NA,NA,109,4,0,NA,0,0,
879,3421,M,Total,10,0,0,109,4,0,0,0,0,
880,3416,M,Bean,10,8,2,15,0,0,0,0,0,
881,3416,M,Loose,NA,NA,NA,17,0,0,NA,0,0,
882,3416,M,Total,10,8,2,32,0,0,0,0,0,
883,3381,M,Bean,10,0,0,0,0,0,0,0,0,
884,3381,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
885,3381,M,Total,10,0,0,0,0,0,0,0,0,
886,3427,M,Bean,10,6,4,17,0,0,0,0,0,
887,3427,M,Loose,NA,NA,NA,16,0,0,NA,0,0,
