,farm,date,year,calamosternus_granarius,colobopterus_erraticus,aphodius_fimetarius,otophorus,oscarinus_rusicola,alloblackburneus_rubeolus,acrossus_rubripennis,chilothorax_distinctus,teuchestes_fossor,labarrus_lividus,blackburneus_stercorosus,dialytellus_dialytoides,trichonotulus_scrofa,eupleurus_subterraneus,onthophagus_taurus,onthophagus_pensylvannicus,onthophagus_nuchicornis,onthophagus_hecate,unnamed_21,onthopagus_abundance,aphodius_abundance,total_abundance,q_0_richness,q_1_shannon,q_2_simpson,native_species_abundance,native_species_richness,native_species_proportion,unnamed_0,lat,long,corn,soybeans,sweet_corn,barley,winter_wheat,rye,oats,alfalfa,other_hay_non_alflafa,buckwheat,dry_beans,potatoes,misc_vegs_&_fruits,clover_wildflowers,fallow_idle_cropland,cherries,apples,grapes,christmas_trees,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,barren,deciduous_forest,evergreen_forest,mixed_forest,shrubland,grassland_pasture,woody_wetlands,herbaceous_wetlands,total,ag,ag_prop,nat,nat_prop,semi_nat,semi_nat_prop,dev,dev_prop,other,other_prop,woodland,woodland_prop,forest_prop,total_nat_prop,drainage,soil_texture,julian_day,season,sorghum,sunflower,spring_wheat,sugarbeets,onions,cucumbers,peas,sod_grass_seed,other_tree_crops,aquaculture,triticale,carrots,broccoli,greens,squash,dbl_crop_triticale_corn,pumpkins
185,Boone,2022-09-14,2022,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,11,2,1.606630796,1.423529412,2,1,0.090909091,3,42.54463393,-74.03369648,25,0,0,0,0,0,0,168,25,0,0,0,0,0,0,0.0,0,0,0.0,17,77,9,2,0,1,1898,69,642,2,186,60,37,3186.51093745,218,0.0684133851347939,2709,0.850146148303471,186,0.0583710533718883,89,0.027930235215581,0.0,0.0,2672,0.8385347022026115,0.8187638615443913,0.9085172016753594,2,5,257,summer,,,,,,,,,,,,,,,,,
186,Turner,2022-09-15,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,4,42.22686594,-76.99705251,11,1,0,0,0,0,0,23,95,0,0,0,0,0,0,0.0,0,0,0.0,3,195,15,4,3,0,1221,323,780,2,514,8,1,3164.22981343,130,0.0410842472465933,2335,0.7379362870830417,514,0.1624407929596074,217,0.0685790896346981,0.0,0.0,2334,0.7376202544119141,0.7344599277006377,0.9003770800426492,2,5,258,summer,,,,,,,,,,,,,,,,,
187,Kuipers,2022-09-15,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,5,42.652411,-78.24775957,228,54,12,0,1,0,0,940,46,4,2,373,0,1,3,0.0,0,0,6.0,0,153,39,8,1,0,733,91,234,1,212,77,3,3186.40465143,1667,0.5231601702727496,1139,0.3574561691305709,212,0.0665326671252686,201,0.0630805004348066,0.0,0.0,1136,0.3565146691240813,0.3320356689553503,0.4239888362558396,2,5,258,summer,,,,,,,,,,,,,,,,,
188,Honeyhill,2022-09-15,2022,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,6,2,1.889881575,1.8,0,0,0.0,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,258,summer,,,,,,,,,,,,,,,,,
189,Rugenstein,2022-09-15,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,258,summer,,,,,,,,,,,,,,,,,
190,Eisele,2022-09-15,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,258,summer,,,,,,,,,,,,,,,,,
191,Shephard,2022-09-15,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,2,0,2,2,2.0,2.0,1,1,,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,258,summer,,,,,,,,,,,,,,,,,
192,Chaseholm,2022-09-19,2022,0,0,0,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,2,7,9,3,2.336573541,1.975609756,1,1,0.142857143,0,41.98788599,-73.6178036,36,3,0,5,0,1,2,294,401,0,0,0,0,0,7,0.0,7,0,0.0,1,106,63,11,0,1,1305,76,63,5,732,68,1,3156.37008239,749,0.2372979024794386,1519,0.481249017177927,732,0.2319119687783032,181,0.0573443529356186,0.0,0.0,1518,0.4809321975484484,0.4574875449670353,0.7131609859562302,8,4,262,summer,,,,,,,,,,,,,,,,,
193,Wallbridge,2022-09-19,2022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,,1,3,4,2,1.754765351,1.6,0,0,0.0,1,41.77499761,-73.65156555,71,3,1,0,0,0,0,73,93,0,0,0,4,0,9,0.0,0,0,0.0,10,61,87,14,3,1,1766,14,48,1,752,171,3,3153.12343206,245,0.0777007323940809,2004,0.6355602763989311,752,0.2384936765728524,166,0.0526462105200711,0.0,0.0,2001,0.6346088388594118,0.5797426074137955,0.8740539529717835,4,4,262,summer,,,,,,,,,,,,,,,,,
194,JohnK,2022-09-22,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,2,42.40061728,-73.99420583,6,1,0,0,0,0,0,67,27,0,0,0,0,0,0,0.0,0,0,0.0,8,79,102,20,0,2,938,705,770,3,270,205,12,3183.4064114499997,101,0.0317270203505043,2635,0.8277296893423646,270,0.0848148068775857,203,0.06376816961537,0.0,0.0,2623,0.8239601423700275,0.7579930703541274,0.9125444962199504,5,5,265,summer,,,,,,,,,,,,,,,,,
195,Boone,2022-09-22,2022,0,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,8,8,3,2.649351129,2.461538462,3,1,0.125,3,42.54463393,-74.03369648,25,0,0,0,0,0,0,168,25,0,0,0,0,0,0,0.0,0,0,0.0,17,77,9,2,0,1,1898,69,642,2,186,60,37,3186.51093745,218,0.0684133851347939,2709,0.850146148303471,186,0.0583710533718883,89,0.027930235215581,0.0,0.0,2672,0.8385347022026115,0.8187638615443913,0.9085172016753594,2,5,265,summer,,,,,,,,,,,,,,,,,
196,Turner,2022-09-22,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,4,42.22686594,-76.99705251,11,1,0,0,0,0,0,23,95,0,0,0,0,0,0,0.0,0,0,0.0,3,195,15,4,3,0,1221,323,780,2,514,8,1,3164.22981343,130,0.0410842472465933,2335,0.7379362870830417,514,0.1624407929596074,217,0.0685790896346981,0.0,0.0,2334,0.7376202544119141,0.7344599277006377,0.9003770800426492,2,5,265,summer,,,,,,,,,,,,,,,,,
197,Kuipers,2022-09-22,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,5,42.652411,-78.24775957,228,54,12,0,1,0,0,940,46,4,2,373,0,1,3,0.0,0,0,6.0,0,153,39,8,1,0,733,91,234,1,212,77,3,3186.40465143,1667,0.5231601702727496,1139,0.3574561691305709,212,0.0665326671252686,201,0.0630805004348066,0.0,0.0,1136,0.3565146691240813,0.3320356689553503,0.4239888362558396,2,5,265,summer,,,,,,,,,,,,,,,,,
198,Honeyhill,2022-09-22,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,1,1,1.0,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,265,summer,,,,,,,,,,,,,,,,,
199,Rugenstein,2022-09-22,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,1,1,1.0,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,265,summer,,,,,,,,,,,,,,,,,
200,Eisele,2022-09-22,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,265,summer,,,,,,,,,,,,,,,,,
201,Shephard,2022-09-22,2022,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,1,1.0,1.0,0,0,0.0,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,265,summer,,,,,,,,,,,,,,,,,
202,Chaseholm,2022-09-26,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,2,2,2,2.0,2.0,1,1,0.5,0,41.98788599,-73.6178036,36,3,0,5,0,1,2,294,401,0,0,0,0,0,7,0.0,7,0,0.0,1,106,63,11,0,1,1305,76,63,5,732,68,1,3156.37008239,749,0.2372979024794386,1519,0.481249017177927,732,0.2319119687783032,181,0.0573443529356186,0.0,0.0,1518,0.4809321975484484,0.4574875449670353,0.7131609859562302,8,4,269,fall,,,,,,,,,,,,,,,,,
203,Wallbridge,2022-09-26,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,1,41.77499761,-73.65156555,71,3,1,0,0,0,0,73,93,0,0,0,4,0,9,0.0,0,0,0.0,10,61,87,14,3,1,1766,14,48,1,752,171,3,3153.12343206,245,0.0777007323940809,2004,0.6355602763989311,752,0.2384936765728524,166,0.0526462105200711,0.0,0.0,2001,0.6346088388594118,0.5797426074137955,0.8740539529717835,4,4,269,fall,,,,,,,,,,,,,,,,,
204,JohnK,2022-09-27,2022,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,,0,4,4,3,2.828427125,2.666666667,4,3,0.75,2,42.40061728,-73.99420583,6,1,0,0,0,0,0,67,27,0,0,0,0,0,0,0.0,0,0,0.0,8,79,102,20,0,2,938,705,770,3,270,205,12,3183.4064114499997,101,0.0317270203505043,2635,0.8277296893423646,270,0.0848148068775857,203,0.06376816961537,0.0,0.0,2623,0.8239601423700275,0.7579930703541274,0.9125444962199504,5,5,270,fall,,,,,,,,,,,,,,,,,
205,Boone,2022-09-27,2022,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,,2,4,6,4,3.77976315,3.6,5,3,0.75,3,42.54463393,-74.03369648,25,0,0,0,0,0,0,168,25,0,0,0,0,0,0,0.0,0,0,0.0,17,77,9,2,0,1,1898,69,642,2,186,60,37,3186.51093745,218,0.0684133851347939,2709,0.850146148303471,186,0.0583710533718883,89,0.027930235215581,0.0,0.0,2672,0.8385347022026115,0.8187638615443913,0.9085172016753594,2,5,270,fall,,,,,,,,,,,,,,,,,
206,Turner,2022-09-29,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,4,42.22686594,-76.99705251,11,1,0,0,0,0,0,23,95,0,0,0,0,0,0,0.0,0,0,0.0,3,195,15,4,3,0,1221,323,780,2,514,8,1,3164.22981343,130,0.0410842472465933,2335,0.7379362870830417,514,0.1624407929596074,217,0.0685790896346981,0.0,0.0,2334,0.7376202544119141,0.7344599277006377,0.9003770800426492,2,5,272,fall,,,,,,,,,,,,,,,,,
207,Kuipers,2022-09-29,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2,1,3,2,1.889881575,1.8,0,0,0.0,5,42.652411,-78.24775957,228,54,12,0,1,0,0,940,46,4,2,373,0,1,3,0.0,0,0,6.0,0,153,39,8,1,0,733,91,234,1,212,77,3,3186.40465143,1667,0.5231601702727496,1139,0.3574561691305709,212,0.0665326671252686,201,0.0630805004348066,0.0,0.0,1136,0.3565146691240813,0.3320356689553503,0.4239888362558396,2,5,272,fall,,,,,,,,,,,,,,,,,
208,Honeyhill,2022-09-29,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,272,fall,,,,,,,,,,,,,,,,,
209,Rugenstein,2022-09-29,2022,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,2,2,2,2.0,2.0,2,2,1.0,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,272,fall,,,,,,,,,,,,,,,,,
210,Eisele,2022-09-29,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,272,fall,,,,,,,,,,,,,,,,,
211,Shephard,2022-09-29,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,272,fall,,,,,,,,,,,,,,,,,
0,Chaseholm,2024-05-15,2024,0,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,35,35,2,1.581136953,1.396807298,0,0,0.0,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,136,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Full Moon,2024-05-16,2024,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,2,1.754765351,1.6,3,1,0.25,1,41.753636,-74.122224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,312,81,7,0,0,1656,29,52,0,1312,14,0,6861.2628239999995,0,0.0,1751,0.2552008347319359,1312,0.1912184438425471,400,0.058298306049557,0.0,0.0,1751,0.2552008347319359,0.2531603940202014,0.446419278574483,5,9,137,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Wilmar Farm,2024-05-15,2024,99,27,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,,3,129,132,5,2.068539689,1.652503794,0,0,0.0,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,136,spring,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
3,Hendricksons Grazing Acres,2024-05-15,2024,4,80,0,3,1,0,0,0,4,0,0,0,0,0,13,0,0,0,,13,92,105,6,2.364808111,1.667675087,1,1,0.010869565,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,136,spring,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tamberlane Farm,2024-05-15,2024,9,14,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,29,29,4,3.229588087,2.831649832,2,1,0.034482759,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,136,spring,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,Rugenstein,2024-05-16,2024,6,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,43,44,3,1.654344897,1.376955903,0,0,0.0,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,137,spring,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Maks Melvan,2024-05-16,2024,5,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,24,24,4,2.551291034,2.013986014,1,1,0.041666667,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,137,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,LaurDom Cattle Co.,2024-05-16,2024,0,52,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,61,61,3,1.599813221,1.343806428,0,0,0.0,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,137,spring,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Stony Creek Farm,2024-05-20,2024,3,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,10,10,4,3.216463455,2.777777778,1,1,0.1,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,141,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Porco,2024-05-15,2024,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,32,32,1,1.0,1.0,0,0,0.0,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,136,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
10,Young,2024-05-15,2024,2,137,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2,139,141,3,1.16031224,1.058795335,0,0,0.0,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,136,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Devine Gardens,2024-05-14,2024,0,213,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,3,215,218,3,1.132797965,1.04719933,0,0,0.0,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,135,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Essex Farm,2024-05-15,2024,0,62,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,64,64,3,1.174358038,1.0650026,0,0,0.0,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,136,spring,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
13,KZ,2024-05-16,2024,2,45,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,63,63,4,2.132535316,1.760088692,1,1,0.015873016,16,44.21408785,-73.44422119,2,0,1,0,0,8,0,0,11,0,0,0,0,0,1,,0,0,,7,104,100,15,1,12,411,652,46,0,2016,72,1,6861.53973332,22,0.0032062774326244,1194,0.1740134206615277,2016,0.2938116047350418,232,0.0338116529258579,0.0,0.0,1193,0.1738676807782266,0.1616255305809332,0.4678250253965695,2,8,137,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,J+R Pierce,2024-05-21,2024,8,16,1,39,6,0,4,0,0,0,0,0,0,0,0,0,0,0,,0,74,74,6,3.776408145,2.89123548,10,2,0.027027027,17,44.78597241,-73.52093275,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,,0,0,,0,102,72,7,0,1,1127,655,76,0,956,401,42,6876.53007932,28,0.00407182106048,2302,0.3347618600437559,956,0.1390236047792487,182,0.0264668368931205,0.0,0.0,2260,0.3286541284530358,0.2701944117990002,0.4737854648230047,5,2,142,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Donahues,2024-05-21,2024,18,247,1,7,28,0,0,0,4,0,0,0,4,0,1,0,0,1,,2,309,311,9,2.26464158,1.554975,29,2,0.006472492,18,44.78372872,-74.45422136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,138,29,3,5,6,1809,287,4,1,1000,180,0,6874.65901472,5,0.0007273088002319,2287,0.3326710452261097,1000,0.1454617600463968,181,0.0263285785683978,0.0,0.0,2287,0.3326710452261097,0.3054696960974334,0.4781328052725065,2,4,142,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,Chaseholm,2024-05-29,2024,1,20,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,24,24,4,1.866094985,1.418719212,3,2,0.083333333,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,150,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
