Title,Author,Year,Country,Continent,Climate,Comparison,Response,Response Category,Local Factor,Local Strategy,Local Effect,Landscape,Landscape Gradient,Minimum Complexity,Maximum Complexity,Landscape Effect,Interaction Details,Interaction Effect,Description
"How do landscape composition and configuration, organic farming and fallow strips affect the diversity of bees, wasps and their parasitoids?",Holzschuh et al. ,2010,Germany,Europe,,Conventional,Osmia parasitism rate,Pollinator,Organic,Intensity,NS,"For each wheat field, the surrounding landscape was characterized in a landscape circle with the field in the centre and a radius of 500m",15-70% non-crop habitat,15,70,NS,NS,NS,
"How do landscape composition and configuration, organic farming and fallow strips affect the diversity of bees, wasps and their parasitoids?",Holzschuh et al. ,2010,Germany,Europe,,Conventional,Other bees number of parasitized brood cells,Pollinator,Organic,Intensity,NS,"For each wheat field, the surrounding landscape was characterized in a landscape circle with the field in the centre and a radius of 500m",15-70% non-crop habitat,15,70,NS,NS,NS,
"How do landscape composition and configuration, organic farming and fallow strips affect the diversity of bees, wasps and their parasitoids?",Holzschuh et al. ,2010,Germany,Europe,,Conventional,Other bees number of host brood cells,Pollinator,Organic,Intensity,NS,"For each wheat field, the surrounding landscape was characterized in a landscape circle with the field in the centre and a radius of 500m",15-70% non-crop habitat,15,70,NS,NS,NS,
"How do landscape composition and configuration, organic farming and fallow strips affect the diversity of bees, wasps and their parasitoids?",Holzschuh et al. ,2010,Germany,Europe,,Conventional,Other bees parasitism rate,Pollinator,Organic,Intensity,NS,"For each wheat field, the surrounding landscape was characterized in a landscape circle with the field in the centre and a radius of 500m",15-70% non-crop habitat,15,70,NS,NS,NS,
Impacts of an agri-environment field margin prescription on the flora and fauna of arable farmland in different landscapes,Marshall et al.,2006,England,Europe,,Control,Abundance (bee),Pollinator,Sown field margin,Floral,Positive,"Land-use within a circle of radius 500 m, based on each field site, was ascribed to arable, grassland, woodland, water, hard standing and nature reserve. Small to open (most semi-natural to least semi-natural). ",12-38% non-arable land,12,38,NS,More positive local effect (margins) in more simple landscapes. ,More positive local effect in simple landscapes,"B. lapidarius numbers were enhanced by sown 6 m margins (mean = 4.0), compared with control fields (mean = 1.7). Interestingly, numbers of this species were higher in the adjacent arable crop in intermediate and open landscapes, but lower in small fields."
Impacts of an agri-environment field margin prescription on the flora and fauna of arable farmland in different landscapes,Marshall et al.,2006,England,Europe,,Control,Species richness (total spiders),Natural enemy,Sown field margin,Floral,NS,"Land-use within a circle of radius 500 m, based on each field site, was ascribed to arable, grassland, woodland, water, hard standing and nature reserve. Small to open (most semi-natural to least semi-natural). ",12-38% non-arable land,12,38,NS,More positive local effect (margins) in more complex landscapes. ,More positive local effect in complex landscapes,"Spider species richness showed some increase over the three trapping periods, but was unaffected by margin treatment, trap location or landscape.

Highest numbers of spiders (67) were found in small landscapes with 6 m margin strips; all other combinations were statistically similar, but with lower numbers."
Impacts of an agri-environment field margin prescription on the flora and fauna of arable farmland in different landscapes,Marshall et al.,2006,England,Europe,,Control,Abundance (Carabidae),Natural enemy,Sown field margin,Floral,NS,"Land-use within a circle of radius 500 m, based on each field site, was ascribed to arable, grassland, woodland, water, hard standing and nature reserve. Small to open (most semi-natural to least semi-natural). ",12-38% non-arable land,12,38,NS,NS,NS,"Analysis showed no significant impact of the 6 m margins or landscape types, but much higher numbers of Carabidae trapped within the arable crops, compared with the boundaries"
Impacts of an agri-environment field margin prescription on the flora and fauna of arable farmland in different landscapes,Marshall et al.,2006,England,Europe,,Control,Abundance (Orthoptera),Arthropod,Sown field margin,Floral,Positive,"Land-use within a circle of radius 500 m, based on each field site, was ascribed to arable, grassland, woodland, water, hard standing and nature reserve. Small to open (most semi-natural to least semi-natural). ",12-38% non-arable land,12,38,Positive,NS,NS,"Presence of the 6 m sown margin strip had a highly significant (P < 0.001) positive effect on the presence of Orthoptera.

The Orthoptera were also significantly more abundant in small and intermediate landscapes, compared with open landscapes with large mean field size."
Increasing syrphid fly diversity and density in sown flower strips within simple vs. complex landscapes,Haenke et al. ,2009,Germany,Europe,,Control,Syrphid richness,Natural enemy,Flower strip,Floral,Positive,"Landscape complexity within 0.5-4 km radius; Gradient of structural complexity from 100% arable land up to 70% semi-natural habitat (fallows, field margins, hedges, grassland)",0-70% semi-natural habitat,0,70,Positive,More positive in more arable (25-100% arable land),More positive local effect in simple landscapes,"Total species richness and abundance, and aphidophagous species richness and abundance, correlated positively with the proportion of arable land in adjacent strip habitats occurring within a radius of 0·5–1 km centred on the location of the sites, but not with the proportion of arable land occurring within larger spatial scales. Total species richness and abundance was generally higher within field margin strips compared with adjacent wheat fields. "
Increasing syrphid fly diversity and density in sown flower strips within simple vs. complex landscapes,Haenke et al. ,2009,Germany,Europe,,Control,Syrphid abundance,Natural enemy,Flower strip,Floral,Positive,"Landscape complexity within 0.5-4 km radius; Gradient of structural complexity from 100% arable land up to 70% semi-natural habitat (fallows, field margins, hedges, grassland)",0-70% semi-natural habitat,0,70,Positive,More positive in more arable (25-100% arable land),More positive local effect in simple landscapes,Total species richness and abundance was generally higher within field margin strips compared with adjacent wheat fields.
Interacting effects of farming practice and landscape context on bumblebees,Rundlof et al. ,2008,Sweden,Europe,,Conventional,Species richness (bumble bees),Pollinator,Organic,Intensity,Positive,Characterized habitat heterogeneity in a 1 km radius by the proportion of arable land and the occurence of grasslands (field borders and pastures). ,25-85% non-arable land,25,85,Positive,More positive in homogenous landscapes 25-35% non-arable land,More positive local effect in simple landscapes,"Species richness and abundance of bumble bees were significantly positively related to both organic farming and landscape heterogeneity.

Species richness and abundance were only significantly higher on organic farms in homogeneous landscapes."
Interacting effects of farming practice and landscape context on bumblebees,Rundlof et al. ,2008,Sweden,Europe,,Conventional,Abundance (bumble bees),Pollinator,Organic,Intensity,Positive,Characterized habitat heterogeneity in a 1 km radius by the proportion of arable land and the occurence of grasslands (field borders and pastures). ,25-85% non-arable land,25,85,NS,More positive in homogenous landscapes 25-35% non-arable land,More positive local effect in simple landscapes,"Species richness and abundance of bumble bees were significantly positively related to both organic farming and landscape heterogeneity.

Species richness and abundance were only significantly higher on organic farms in homogeneous landscapes."
Interactive effect of floral abundance and semi-natural habitats on pollinators in field beans (Vicia faba),Nayak et al. ,2015,England,Europe,,Control,Pollinator abundance,Pollinator,Flower abundance,Floral,Positive,"Habitat matrix around the study sites consisted of agricultural fields, pastures, and urban and industrial areas as well as semi-natural habitats. ",0-58% semi-natural habitat,0,58,NS,More positive in more complex landscapes,More positive local effect in complex landscapes,"Abundance of flowers had a significant effect on the abundance of pollinators.

Semi-natural habitats at 500 m and 1000 m scale did not emerge as a significant factor in the models.

Interactive effects of semi-natural habitats and flower abundance were significant at scales from 1000 to 2000 m."
