site,pest,crop,state_province,date,count,latitude,longitude
Beers3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.323,-80.788
Beers4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.328,-80.801
Bennett1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.082,-84.186
Bennett2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.074,-84.198
Clevenger1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.349,-84.48
Clevenger2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.363,-84.488
Clevenger3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.353,-84.448
Clevenger4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.319,-84.428
Clevenger5,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.356,-84.547
Custer1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.106,-84.69
Custer2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,1,40.096,-84.691
Custer3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.122,-84.711
Dehaas1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.724,-81.216
Dehaas2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.729,-81.214
Gahler1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,2,41.356,-83.122
Gahler2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.366,-83.154
Gastier,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.375,-82.589
Hartschuh1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.827,-82.993
Hartschuh2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.818,-82.983
Holden1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.601,-83.876
Holden2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.868,-80.78
Holden3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.89,-80.804
Holden4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.904,-80.801
Karhoff1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.551,-84.522
Karhoff2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.562,-84.512
Karhoff3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.566,-84.557
Lentz1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.027,-83.677
Lentz2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.014,-83.685
Lentz3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.037,-83.66
Lewandowski1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.759,-81.954
Lewandowski2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.781,-81.992
Lokai-Minnich1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.459,-82.234
Lokai-Minnich2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,4,39.891,-83.677
Marrison1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,1,40.274,-81.954
Marrison2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,2,40.282,-81.968
Noggle1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.078,-84.69
Noggle2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.083,-84.725
Noggle3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.099,-84.73
Noggle4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.06,-84.695
Ober1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.464,-81.208
Ober2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,1,41.474,-81.188
Ober3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.501,-81.172
Raudenbush,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.759,-81.954
raudenbush.3@osu.edu,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.566,-84.557
Richer1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.572,-84.144
Richer1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.689,-83.379
Richer2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.561,-84.153
Richer2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.686,-83.405
Richer3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.535,-84.133
Ruff1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.366,-84.017
Ruff2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.379,-84.051
Ruff3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.345,-83.956
Ruff4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.403,-83.981
Schroeder1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.77,-84.144
Schroeder2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.781,-84.144
Stachler1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.578,-84.354
Stachler2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.585,-84.356
Stachler3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.58,-84.366
Stachler4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.572,-84.355
Sunderman,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.412,-82.128
Sunderman1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.127,-82.648
Sunderman2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.148,-82.647
Sundermeier1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.348,-83.677
Sundermeier2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,41.399,-83.647
Sundermeier3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,1,41.337,-83.614
Young1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.871,-84.564
Young10,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.97,-84.576
Young2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.922,-84.569
Young3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.916,-84.514
Young4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.848,-84.512
Young5,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.838,-84.563
Young6,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.848,-84.636
Young7,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.866,-84.65
Young8,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.908,-84.665
Young9,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.934,-84.622
Zoller1,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.398,-81.428
Zoller2,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.405,-81.405
Zoller3,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.417,-81.408
Zoller4,Western Bean Cutworm (WBC),Field Corn,OH,6/26/19,0,40.419,-81.392
Beaton Farm ,Western Bean Cutworm (WBC),Field Corn,NS,6/27/19,0,46.059,-61.414
Verschurens,Western Bean Cutworm (WBC),Field Corn,NS,6/27/19,0,46.194,-60.274
Chicoutimi,Western Bean Cutworm (WBC),Sweet Corn,QC,6/28/19,0,48.394,-71
Jim Big Field,Western Bean Cutworm (WBC),Field Corn,NS,6/28/19,0,45.431,-63.536
Jonquiere (Sag),Western Bean Cutworm (WBC),Sweet Corn,QC,6/28/19,0,48.429,-71.32
Laval-Ouest,Western Bean Cutworm (WBC),Sweet Corn,QC,6/28/19,0,45.532,-73.841
Metab-Lac à la Croix (LSJ),Western Bean Cutworm (WBC),Sweet Corn,QC,6/28/19,0,48.43,-71.851
Nicolet,Western Bean Cutworm (WBC),Sweet Corn,QC,6/28/19,0,46.216,-72.577
Overmars,Western Bean Cutworm (WBC),Field Corn,NS,6/28/19,0,45.543,-61.91
Swinkles,Western Bean Cutworm (WBC),Field Corn,NS,6/28/19,0,45.598,-61.755
Valleyfield,Western Bean Cutworm (WBC),Sweet Corn,QC,6/28/19,0,45.254,-74.101
WBC - RT - HCREEK,Western Bean Cutworm (WBC),Field Corn,ON,6/28/19,0,42.708,-81.892
WBC - RT - RT,Western Bean Cutworm (WBC),Field Corn,ON,6/28/19,0,42.45,-81.89
WBC - RT - SLOANS,Western Bean Cutworm (WBC),Field Corn,ON,6/28/19,0,42.64,-81.87
Wyoming,Western Bean Cutworm (WBC),Field Corn,ON,6/28/19,0,42.987,-82.187
Béarn,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,47.276,-79.323
Château-Richer,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,47.028,-71.037
Clarendon,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.611,-76.513
Compton,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.193,-71.874
Gatineau,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.564,-75.362
Kamouraska,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,47.591,-69.772
La Conception,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.17,-74.725
La Pocatière,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,47.391,-70.019
L'Assomption,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.901,-73.458
Laval,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.533,-73.837
Lochaber-Partie-Ouest,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.593,-75.3
Louiseville_2,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.253,-72.985
Métabetchouan - Lac-à-la-Croix,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,48.431,-71.848
Mirabel_1,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.594,-74.035
Mirabel_3,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.594,-74.035
Mont-Laurier,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.45,-75.498
Neuville,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.72,-71.641
Nicolet_3,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.216,-72.571
Oka,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.49,-74.067501
Pierreville,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.072,-72.816
Pont-Rouge,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,46.757,-71.67
Princeville,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.18,-71.857
Saguenay (Chicoutimi),Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,48.395,-71.001
Saguenay (Jonquière),Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,48.372,-71.247
Saint-Alexis,Western Bean Cutworm (WBC),Snap Beans,QC,6/29/19,0,45.934,-73.548
Saint-Amable,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.671,-73.296
Saint-Antoine-de-Tilly,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.647,-71.572
Saint-Antoine-sur-Richelieu,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.803,-73.155
Saint-Arsène,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,47.888,-69.411
Saint-Bonaventure,Western Bean Cutworm (WBC),Dry Beans,QC,6/29/19,0,45.925,-72.702
Saint-Bruno-de-Guigues,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,47.426,-79.472
Saint-Edmond-de-Grantham,Western Bean Cutworm (WBC),Dry Beans,QC,6/29/19,0,45.879,-72.655
Sainte-Geneviève-de-Berthier,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,46.09,-73.216
Sainte-Pétronille,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.861,-71.117
Saint-Georges,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,46.093,-70.662
Saint-Germain-de-Grantham_1,Western Bean Cutworm (WBC),Dry Beans,QC,6/29/19,0,45.83,-72.647
Saint-Germain-de-Grantham_2,Western Bean Cutworm (WBC),Dry Beans,QC,6/29/19,0,45.822,-72.634
Saint-Gervais,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.716,-70.849
Saint-Henri_3,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.705,-71.028
Saint-Jacques_1,Western Bean Cutworm (WBC),Snap Beans,QC,6/29/19,0,45.991,-73.6
Saint-Lambert-de-Lauzon,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,46.554,-71.179
Saint-Luc-de-Vincennes,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,46.49,-72.4
Saint-Mathieu-de-Beloeil_1,Western Bean Cutworm (WBC),Snap Beans,QC,6/29/19,0,45.579,-73.246
Saint-Nazaire-d'Acton,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.738,-72.593
Saint-Paul-d'Abbotsford_3,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.43,-72.87
Saint-Polycarpe_2,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.317,-74.281
Saint-Rémi_2,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.244,-73.635
Saint-Siméon,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,48.114,-65.547
Salaberry-de-Valleyfield,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,45.256,-74.102
Shawville,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.611,-76.513
Sherbrooke,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.368,-71.856
Stanstead-Est,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.049,-72.073
Tingwick,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.868,-71.965
Trois-Rivières,Western Bean Cutworm (WBC),Sweet corn,QC,6/29/19,0,46.343,-72.542
Valcourt,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.486,-72.346
Varennes,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.734,-73.398
Verchères,Western Bean Cutworm (WBC),Field Corn,QC,6/29/19,0,45.741,-73.36
Chicoutimi,Western Bean Cutworm (WBC),Sweet Corn,QC,7/1/19,0,48.394,-71
Clear Creek,Western Bean Cutworm (WBC),Field Corn,ON,7/1/19,0,42.58,-80.572
Gates,Western Bean Cutworm (WBC),Field Corn,ON,7/1/19,0,42.615,-80.502
Jonquiere (Sag),Western Bean Cutworm (WBC),Sweet Corn,QC,7/1/19,0,48.429,-71.32
Laval-Ouest,Western Bean Cutworm (WBC),Sweet Corn,QC,7/1/19,0,45.532,-73.841
Metab-Lac à la Croix (LSJ),Western Bean Cutworm (WBC),Sweet Corn,QC,7/1/19,0,48.43,-71.851
MSUCrops WBC,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,42.708,-84.467
MSUCrops WBC,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,42.708,-84.467
MSUEnt WBC,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,42.69,-84.495
MSUEnt WBC,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,42.69,-84.495
MSUSoils WBC,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,42.715,-84.463
MSUSoils WBC,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,42.715,-84.463
Nicolet,Western Bean Cutworm (WBC),Sweet Corn,QC,7/1/19,0,46.216,-72.577
SEMich WBC1,Western Bean Cutworm (WBC),Sweet Corn,MI,7/1/19,0,42.19,-84.05
SEMich WBC2,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,41.98,-83.866
SEMich WBC2,Western Bean Cutworm (WBC),Field Corn,MI,7/1/19,0,41.98,-83.866
SEMich WBC3,Western Bean Cutworm (WBC),Soybeans,MI,7/1/19,0,41.794,-84.18
Trois-Rivières,Western Bean Cutworm (WBC),Sweet Corn,QC,7/1/19,0,46.384,-72.637
Valleyfield,Western Bean Cutworm (WBC),Sweet Corn,QC,7/1/19,0,45.254,-74.101
Alexandria,Western Bean Cutworm (WBC),Field Corn,ON,7/2/19,0,45.191,-74.527
Augusta,Western Bean Cutworm (WBC),Field Corn,ON,7/2/19,0,44.722,-75.61
Merivale,Western Bean Cutworm (WBC),Field Corn,ON,7/2/19,0,45.312,-75.711
Morrisburg,Western Bean Cutworm (WBC),Field Corn,ON,7/2/19,0,44.922,-75.206
Pugwash-kouwenberg,Western Bean Cutworm (WBC),Field Corn,NS,7/2/19,1,45.828,-63.612
Richmond,Western Bean Cutworm (WBC),Field Corn,ON,7/2/19,0,45.203,-75.792
WBC - RT - PHILN,Western Bean Cutworm (WBC),Field Corn,ON,7/2/19,0,42.599,-81.945
Winchester,Western Bean Cutworm (WBC),Field Corn,ON,7/2/19,0,45.054,-75.337
Lambs,Western Bean Cutworm (WBC),Field Corn,NS,7/2/19,0,45.07,-64.732
Badertscher1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.705,-83.677
Badertscher2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.674,-83.659
Badertscher3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.727,-83.789
Badertscher3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.727,-83.789
Badertscher4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.761,-83.556
Badertscher5,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.635,-83.689
Beers1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.328,-80.776
Beers2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.334,-80.777
Beers3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.323,-80.788
Beers4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.328,-80.801
Bennett1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.082,-84.186
Bennett2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.074,-84.198
Clevenger1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,41.349,-84.48
Clevenger2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.363,-84.488
Clevenger3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.353,-84.448
Clevenger4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.319,-84.428
Clevenger5,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.356,-84.547
Custer1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.106,-84.69
Custer2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.096,-84.691
Custer3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.122,-84.711
Dehaas1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.724,-81.216
Dehaas2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.729,-81.214
Gahler1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,2,41.356,-83.122
Gahler2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.366,-83.154
Gastier,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.375,-82.589
Hartschuh1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.827,-82.993
Hartschuh2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.818,-82.983
Holden1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.601,-83.876
Holden2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.868,-80.78
Holden3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,41.89,-80.804
Holden4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.904,-80.801
Karhoff1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.551,-84.522
Karhoff2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.562,-84.512
Karhoff3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.566,-84.557
Lentz1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.027,-83.677
Lentz2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.014,-83.685
Lentz3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.037,-83.66
Lewandowski1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.759,-81.954
Lewandowski2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.781,-81.992
Lokai-Minnich1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,40.459,-82.234
Lokai-Minnich2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,5,39.891,-83.677
Marrison1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.274,-81.954
Marrison2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.282,-81.968
MccurdyWBC,Western Bean Cutworm (WBC),Field Corn,NS,7/3/19,0,45.34,-63.388
Noggle1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.078,-84.69
Noggle2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.083,-84.725
Noggle3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.099,-84.73
Noggle4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.06,-84.695
Ober1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.464,-81.208
Ober2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.474,-81.188
Ober3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.501,-81.172
Raudenbush,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.759,-81.954
raudenbush.3@osu.edu,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.566,-84.557
Richer1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.572,-84.144
Richer1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,2,41.689,-83.379
Richer2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.561,-84.153
Richer2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.686,-83.405
Richer3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.535,-84.133
Ruff1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.366,-84.017
Ruff2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,41.379,-84.051
Ruff3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.345,-83.956
Ruff4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.403,-83.981
Schroeder1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.77,-84.144
Schroeder2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.781,-84.144
Stachler1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,40.578,-84.354
Stachler2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.585,-84.356
Stachler3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.58,-84.366
Stachler4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,40.572,-84.355
Sunderman,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.412,-82.128
Sunderman1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.127,-82.648
Sunderman2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.148,-82.647
Sundermeier1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.348,-83.677
Sundermeier2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,41.399,-83.647
Sundermeier3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,41.337,-83.614
Verschurens ,Western Bean Cutworm (WBC),Field Corn,NS,7/3/19,0,46.194,-60.274
Young1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.871,-84.564
Young10,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.97,-84.576
Young2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.922,-84.569
Young3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.916,-84.514
Young4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.848,-84.512
Young5,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.838,-84.563
Young6,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,1,40.848,-84.636
Young7,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.866,-84.65
Young8,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.908,-84.665
Young9,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.934,-84.622
Zoller1,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.398,-81.428
Zoller2,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.405,-81.405
Zoller3,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.417,-81.408
Zoller4,Western Bean Cutworm (WBC),Field Corn,OH,7/3/19,0,40.419,-81.392
Beaton Farm ,Western Bean Cutworm (WBC),Field Corn,NS,7/4/19,0,46.059,-61.414
Bishops ,Western Bean Cutworm (WBC),Field Corn,NS,7/4/19,0,44.767,-65.435
BokmaWBC,Western Bean Cutworm (WBC),Field Corn,NS,7/4/19,0,45.074,-63.431
Chicoutimi,Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,48.394,-71
Jonquiere (Sag),Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,48.429,-71.32
Laval-Ouest,Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,45.532,-73.841
Metab-Lac à la Croix (LSJ),Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,48.43,-71.851
Neuville-sud,Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,46.715,-71.638
Nicolet,Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,46.216,-72.577
Trois-Rivières,Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,46.384,-72.637
Valleyfield,Western Bean Cutworm (WBC),Sweet Corn,QC,7/5/19,0,45.254,-74.101
WBC - RT - HCREEK,Western Bean Cutworm (WBC),Field Corn,ON,7/5/19,0,42.708,-81.892
WBC - RT - RT,Western Bean Cutworm (WBC),Field Corn,ON,7/5/19,0,42.45,-81.89
WBC - RT - SLOANS,Western Bean Cutworm (WBC),Field Corn,ON,7/5/19,0,42.64,-81.87
Eisses Home,Western Bean Cutworm (WBC),Field Corn,NS,7/5/19,0,45.43,-63.535
Jim Big Field,Western Bean Cutworm (WBC),Field Corn,NS,7/5/19,0,45.388,-63.461
Eisses Hill Front ,Western Bean Cutworm (WBC),Field Corn,NS,7/5/19,0,45.404,-63.627
Charles Hill,Western Bean Cutworm (WBC),Field Corn,NS,7/5/19,0,45.383,-63.333
